iter	RMSE
689	16.6045867
690	16.5965399
691	16.54466765
692	16.52735422
693	16.5244864
694	16.52162687
695	16.47790628
696	16.453505
697	16.41854009
698	16.41586984
699	16.39555681
700	16.39313803
701	16.3616216
702	16.32035434
703	16.31825987
704	16.27902974
705	16.22317928
706	16.19209121
707	16.16589471
708	16.12109297
709	16.09023899
710	16.0644405
711	16.05229695
712	16.01699458
713	16.00237673
714	15.98493949
715	15.95906683
716	15.92112444
717	15.88109408
718	15.8486099
719	15.82543156
720	15.78282535
721	15.77098137
722	15.73320396
723	15.72568151
724	15.71359956
725	15.66648056
726	15.63695682
727	15.63512701
728	15.61772065
729	15.58275149
730	15.5816402
731	15.53340619
732	15.52057875
733	15.49163825
734	15.44761057
735	15.42001646
736	15.37151483
737	15.33475705
738	15.29351963
739	15.26328511
740	15.23029739
741	15.2073891
742	15.16879464
743	15.1611931
744	15.13197323
745	15.13014003
746	15.09204349
747	15.08500284
748	15.0728042
749	15.05458848
750	15.04574158
751	15.0183947
752	14.98663164
753	14.97505982
754	14.96616736
755	14.93222566
756	14.90514595
757	14.8786702
758	14.85291921
759	14.82747004
760	14.79666215
761	14.77126723
762	14.752505
763	14.73984731
764	14.71835339
765	14.70719117
766	14.68860849
767	14.66269924
768	14.6364569
769	14.58084546
770	14.55810469
771	14.52519887
772	14.48886721
773	14.43725887
774	14.43499364
775	14.40435136
776	14.38593757
777	14.34558839
778	14.33347482
779	14.30642997
780	14.30496132
781	14.29388262
782	14.27397992
783	14.23645352
784	14.23459456
785	14.23043319
786	14.21191853
787	14.19599974
788	14.19453776
789	14.16998871
790	14.14852442
791	14.13457991
792	14.12550586
793	14.09188638
794	14.06221982
795	14.02589639
796	13.99422907
797	13.99005414
798	13.98102644
799	13.95554855
800	13.94321554
801	13.91233754
802	13.90404023
803	13.87574957
804	13.83773674
805	13.83520568
806	13.8045556
807	13.7842374
808	13.78071763
809	13.77270675
810	13.72988417
811	13.69546539
812	13.68058245
813	13.67765256
814	13.66337383
815	13.63656196
816	13.62799999
817	13.59867104
818	13.57189501
819	13.54921132
820	13.51378669
821	13.48200588
822	13.47855223
823	13.46303551
824	13.43576669
825	13.41515491
826	13.40364461
827	13.39630591
828	13.37165996
829	13.33401508
830	13.31709801
831	13.27974882
832	13.26897452
833	13.25605699
834	13.25253519
835	13.21135721
836	13.18017223
837	13.17516475
838	13.16368018
839	13.1312028
840	13.1137002
841	13.10314106
842	13.08727773
843	13.08390306
844	13.03548489
845	13.02749137
846	13.00579853
847	12.97879481
848	12.96983314
849	12.93854087
850	12.925079
851	12.90186719
852	12.89731185
853	12.87578393
854	12.84064912
855	12.8346705
856	12.81448194
857	12.79972556
858	12.77276063
859	12.75391522
860	12.73622781
861	12.7049149
862	12.69277509
863	12.69037142
864	12.68795851
865	12.66507468
866	12.63718409
867	12.60301225
868	12.56310397
869	12.54982229
870	12.52712706
871	12.51275373
872	12.5103593
873	12.49452101
874	12.47287466
875	12.4680642
876	12.44846751
877	12.44282447
878	12.418441
879	12.39082086
880	12.36320487
881	12.35885478
882	12.3430384
883	12.33345433
884	12.32101517
885	12.29915423
886	12.29183466
887	12.28031519
888	12.26317279
889	12.23992264
890	12.20670804
891	12.18155647
892	12.17036154
893	12.15049245
894	12.1363058
895	12.1076587
896	12.10282106
897	12.07851106
898	12.05334777
899	12.02145509
900	12.00273053
901	11.99079842
902	11.9758935
903	11.96616038
904	11.95031789
905	11.92921327
906	11.92624339
907	11.91438559
908	11.88452721
909	11.86975129
910	11.83423799
911	11.82680572
912	11.82549323
913	11.80395436
914	11.79028983
915	11.78104146
916	11.76516486
917	11.73424627
918	11.72777015
919	11.72582166
920	11.69951063
921	11.68700339
922	11.66188677
923	11.63446869
924	11.62613564
925	11.60284922
926	11.59891613
927	11.58056733
928	11.5647987
929	11.53796498
930	11.52212493
931	11.50218699
932	11.4932802
933	11.47928875
934	11.46028395
935	11.43028243
936	11.42008502
937	11.41709942
938	11.39911858
939	11.37287985
940	11.36629971
941	11.36036941
942	11.33178197
943	11.32313286
944	11.30406327
945	11.2770609
946	11.26782513
947	11.25623362
948	11.23899876
949	11.21880025
950	11.19263134
951	11.1803754
952	11.17836192
953	11.1504042
954	11.12334547
955	11.09982459
956	11.08102123
957	11.05111267
958	11.04573244
959	11.03424881
960	11.01736842
961	11.00248651
962	10.99306723
963	10.9815137
964	10.95812213
965	10.9397447
966	10.91691193
967	10.89742644
968	10.8666072
969	10.85071025
970	10.81624249
971	10.78986216
972	10.77344926
973	10.76040024
974	10.73347173
975	10.72461959
976	10.7079204
977	10.69822339
978	10.67954318
979	10.66594913
980	10.64701457
981	10.61973133
982	10.59652119
983	10.57604585
984	10.57140833
985	10.56295619
986	10.54940004
987	10.54489585
988	10.53785406
989	10.51197621
990	10.50824191
991	10.49304659
992	10.48556257
993	10.45910547
994	10.43630994
995	10.41167372
996	10.39653972
997	10.3753668
998	10.35872412
999	10.35119189
